sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
Male,28,25 - 45,Caucasian,0,0,0,4,1,F,arrest case no charge,4
Female,33,25 - 45,Other,0,0,0,0,1,F,Grand Theft in the 3rd Degree,2
Male,54,Greater than 45,Caucasian,0,0,0,3,1,F,Grand Theft in the 3rd Degree,3
Male,57,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,54,Greater than 45,Caucasian,0,0,0,11,127,F,Possession of Cocaine,9
Male,30,25 - 45,African-American,0,0,0,2,1,F,Burglary Unoccupied Dwelling,2
Male,27,25 - 45,Other,0,0,0,0,1,M,Battery,1
Female,31,25 - 45,African-American,0,0,0,4,0,F,Aggrav Battery w/Deadly Weapon,8
Male,29,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Cocaine,3
Female,29,25 - 45,Hispanic,0,0,0,0,2,M,Battery,2
Male,33,25 - 45,Hispanic,0,0,0,2,14,M,Driving License Suspended,3
Male,22,Less than 25,African-American,0,0,0,0,1,M,Battery,4
Male,28,25 - 45,African-American,0,0,0,2,75,F,arrest case no charge,3
Male,35,25 - 45,African-American,0,0,0,0,1,M,Battery,8
Male,29,25 - 45,African-American,0,0,0,2,2,F,Resist Officer w/Violence,1
Male,30,25 - 45,African-American,0,1,0,14,1,F,Driving While License Revoked,7
Female,44,25 - 45,African-American,0,0,0,1,45,M,Aggrav Child Abuse-Agg Battery,2
Male,27,25 - 45,African-American,0,0,0,2,1,F,Tampering With Physical Evidence,10
Female,63,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,27,25 - 45,African-American,0,0,0,6,1,F,Possession of Cocaine,5
Male,34,25 - 45,Other,0,0,0,3,1,M,Battery,2
Male,36,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Cocaine,8
Male,31,25 - 45,African-American,0,0,1,5,92,F,arrest case no charge,10
Male,21,Less than 25,African-American,0,0,0,0,1,F,Carrying Concealed Firearm,8
Male,23,Less than 25,Caucasian,0,0,0,1,1,F,Grand Theft in the 3rd Degree,3
Male,55,Greater than 45,African-American,0,0,0,1,43,F,arrest case no charge,5
Male,40,25 - 45,African-American,0,0,0,1,1,F,arrest case no charge,3
Male,30,25 - 45,African-American,0,0,0,3,1,M,Battery,5
Male,41,25 - 45,African-American,0,0,0,1,1,M,Battery,5
Male,56,Greater than 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,1
Male,23,Less than 25,African-American,0,0,0,1,1,F,Possession of Codeine,3
Male,61,Greater than 45,African-American,0,0,0,14,1,M,Poss Of Controlled Substance,2
Male,22,Less than 25,Hispanic,0,0,0,0,1,F,Dealing in Stolen Property,7
Male,20,Less than 25,African-American,0,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,6
Male,49,Greater than 45,Caucasian,0,0,0,2,1,F,Felony/Driving Under Influence,1
Male,31,25 - 45,African-American,2,0,0,6,1,F,Felony Battery (Dom Strang),6
Male,50,Greater than 45,African-American,0,0,0,7,0,F,arrest case no charge,5
Female,31,25 - 45,African-American,0,0,0,3,1,M,Battery,2
Male,32,25 - 45,African-American,1,0,2,4,435,F,Poss Cocaine/Intent To Del/Sel,10
Female,26,25 - 45,Caucasian,0,0,0,7,66,F,Possession of Oxycodone,6
Male,44,25 - 45,African-American,0,0,0,0,1,F,Felony Battery (Dom Strang),1
Male,56,Greater than 45,Other,0,0,0,0,1,M,Battery,1
Male,62,Greater than 45,African-American,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,43,25 - 45,African-American,0,0,0,3,1,F,Felony Driving While Lic Suspd,1
Male,31,25 - 45,Hispanic,2,1,0,8,0,M,arrest case no charge,9
Female,24,Less than 25,African-American,0,0,0,1,0,M,Battery,4
Male,41,25 - 45,African-American,0,0,0,13,1,F,Possession Of Carisoprodol,10
Male,23,Less than 25,Caucasian,0,0,0,0,1,M,Battery,5
Male,25,25 - 45,African-American,0,0,0,1,999,F,Lewd or Lascivious Molestation,4
Male,53,Greater than 45,Other,0,0,0,0,1,M,Battery,1
Male,67,Greater than 45,Caucasian,0,0,0,0,0,M,Battery,1
Male,38,25 - 45,Hispanic,0,0,0,0,1,M,Battery,1
Male,40,25 - 45,Other,0,0,0,1,1,F,arrest case no charge,1
Male,20,Less than 25,African-American,0,0,0,0,0,F,Threat Public Servant,6
Female,45,Greater than 45,Other,0,0,0,1,1,F,arrest case no charge,1
Male,29,25 - 45,African-American,1,0,0,3,1,M,Battery,8
Male,32,25 - 45,Hispanic,0,0,0,0,0,M,Battery,2
Female,34,25 - 45,Caucasian,0,0,1,0,3,F,Possession of Cocaine,2
Male,23,Less than 25,African-American,0,0,0,1,1238,M,Prowling/Loitering,10
Female,39,25 - 45,Other,0,0,0,0,1,F,Criminal Mischief,1
Male,29,25 - 45,African-American,0,0,0,0,0,F,Felony Battery w/Prior Convict,2
Male,46,Greater than 45,African-American,0,0,0,4,7,F,arrest case no charge,1
Male,31,25 - 45,African-American,0,0,0,9,1,M,Battery,8
Male,24,Less than 25,African-American,0,0,0,1,13,M,Battery,2
Male,28,25 - 45,African-American,0,0,0,1,0,F,arrest case no charge,1
Female,25,25 - 45,African-American,0,0,0,0,1,M,Battery,4
Female,24,Less than 25,African-American,0,0,0,0,1,M,Battery,6
Male,29,25 - 45,Other,0,0,0,5,1,F,Resist Officer w/Violence,6
Male,28,25 - 45,Hispanic,0,0,0,3,1,F,arrest case no charge,8
Male,36,25 - 45,Caucasian,0,0,0,1,2,F,Grand Theft in the 3rd Degree,2
Male,25,25 - 45,African-American,0,0,0,2,0,M,Tresspass in Structure or Conveyance,6
Male,29,25 - 45,Caucasian,0,0,0,0,1,F,Felony Battery,1
Female,26,25 - 45,Caucasian,0,0,0,1,1,F,Agg Battery Grt/Bod/Harm,9
Male,23,Less than 25,African-American,1,0,0,3,1,F,Pos Cannabis W/Intent Sel/Del,9
Male,20,Less than 25,Other,0,0,0,1,1,F,Grand Theft (Motor Vehicle),10
Male,32,25 - 45,African-American,0,0,0,4,1,F,Driving While License Revoked,6
Male,29,25 - 45,Hispanic,0,0,0,1,1,F,Agg Battery Grt/Bod/Harm,1
Female,26,25 - 45,Caucasian,0,0,0,0,1,F,Aggravated Assault W/Dead Weap,3
Male,45,Greater than 45,Hispanic,0,0,0,3,82,F,Crim Use of Personal ID Info,1
Male,35,25 - 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,1
Male,23,Less than 25,African-American,0,0,0,0,2,M,Possess Drug Paraphernalia,4
Female,46,Greater than 45,Caucasian,0,0,0,0,0,M,DUI Property Damage/Injury,1
Male,41,25 - 45,Caucasian,0,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,1
Male,22,Less than 25,Caucasian,0,0,1,0,1,M,Possess Cannabis/20 Grams Or Less,6
Male,27,25 - 45,African-American,0,0,0,7,1,M,Robbery / No Weapon,7
Female,38,25 - 45,Other,0,0,0,0,1,M,Battery,1
Female,24,Less than 25,African-American,0,0,0,1,261,F,Sale/Del Cannabis At/Near Scho,6
Male,27,25 - 45,African-American,0,0,0,10,1,F,Driving While License Revoked,9
Male,22,Less than 25,Caucasian,0,0,0,1,1,M,Battery,7
Female,43,25 - 45,African-American,0,0,0,3,44,F,arrest case no charge,2
Male,26,25 - 45,African-American,0,1,0,3,1,M,arrest case no charge,6
Male,26,25 - 45,Caucasian,0,0,0,7,1,M,Susp Drivers Lic 1st Offense,6
Male,29,25 - 45,Caucasian,0,0,0,3,1,F,Possession of Cocaine,4
Female,42,25 - 45,African-American,3,0,0,17,8,F,Possession of Cocaine,10
Male,30,25 - 45,African-American,0,0,0,0,1,M,Battery,1
Male,34,25 - 45,Caucasian,0,0,0,1,1,F,Burglary Unoccupied Dwelling,5
Male,23,Less than 25,Caucasian,0,0,7,3,1,M,Battery,7
Female,47,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,55,Greater than 45,Caucasian,0,0,0,2,1,M,arrest case no charge,1
Female,30,25 - 45,Caucasian,0,0,0,5,168,F,Sel Etc/Pos/w/Int Contrft Schd,5
Male,30,25 - 45,Hispanic,0,0,0,0,1,M,DUI Property Damage/Injury,3
Male,43,25 - 45,African-American,0,0,0,2,1,F,Possession of Cocaine,7
Male,45,Greater than 45,African-American,0,0,0,38,1,F,Felony Battery w/Prior Convict,8
Male,30,25 - 45,Hispanic,0,0,0,0,1,M,Battery,1
Female,61,Greater than 45,Caucasian,0,0,0,15,10,F,Felony Petit Theft,6
Male,63,Greater than 45,African-American,0,0,0,16,910,M,Battery,9
Male,49,Greater than 45,Caucasian,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,49,Greater than 45,African-American,0,0,0,1,1,M,Battery,1
Male,42,25 - 45,African-American,0,0,0,1,0,F,Possession Of Amphetamine,1
Male,24,Less than 25,African-American,0,0,0,1,1,M,Battery,7
Male,51,Greater than 45,Caucasian,0,0,0,0,1,F,Possession of Cannabis,1
Male,32,25 - 45,Hispanic,0,0,0,6,1,M,Battery,5
Male,28,25 - 45,Caucasian,0,0,0,4,151,F,arrest case no charge,4
Male,26,25 - 45,Caucasian,0,0,1,2,1,F,Burglary Dwelling Assault/Batt,3
Male,28,25 - 45,Caucasian,0,0,0,2,1,F,Tamper With Witness/Victim/CI,2
Male,49,Greater than 45,African-American,0,0,0,2,1,F,Neglect Child / No Bodily Harm,1
Female,33,25 - 45,African-American,0,0,0,6,65,M,arrest case no charge,1
Male,47,Greater than 45,Caucasian,0,0,0,1,42,F,arrest case no charge,1
Male,56,Greater than 45,Caucasian,0,0,0,1,0,F,Possession of Hydrocodone,2
Male,53,Greater than 45,Caucasian,0,0,0,8,1,M,Viol Injunct Domestic Violence,4
Male,27,25 - 45,Other,0,0,0,2,1,M,Criminal Mischief Damage <$200,2
Male,34,25 - 45,Hispanic,0,0,0,17,0,F,arrest case no charge,6
Male,41,25 - 45,Caucasian,0,0,0,3,1,M,Driving Under The Influence,1
Male,45,Greater than 45,African-American,0,0,0,6,1,F,Possession Of Alprazolam,4
Male,47,Greater than 45,Caucasian,0,0,0,2,494,M,Battery,2
Female,21,Less than 25,African-American,0,0,0,0,1,F,Burglary Dwelling Assault/Batt,10
Male,27,25 - 45,Caucasian,0,0,1,2,0,M,Battery,4
Male,21,Less than 25,African-American,0,0,0,0,2,F,Burglary Conveyance Armed,3
Male,31,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Oxycodone,1
Female,45,Greater than 45,Hispanic,0,0,0,0,1,M,Criminal Mischief Damage <$200,1
Male,30,25 - 45,African-American,2,0,0,8,1,F,arrest case no charge,6
Male,43,25 - 45,Hispanic,0,0,0,1,1,M,DUI Property Damage/Injury,1
Male,23,Less than 25,African-American,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",4
Male,52,Greater than 45,Caucasian,0,0,0,1,1,F,Possession of Cocaine,1
Male,48,Greater than 45,African-American,0,0,0,11,1,M,Resist/Obstruct W/O Violence,4
Female,51,Greater than 45,African-American,0,0,0,3,1,M,Tampering With Physical Evidence,2
Male,30,25 - 45,Caucasian,0,0,0,1,4,M,arrest case no charge,2
Female,29,25 - 45,African-American,0,0,0,5,9,F,arrest case no charge,4
Female,44,25 - 45,African-American,0,0,0,0,0,F,Tampering With Physical Evidence,1
Male,34,25 - 45,African-American,0,0,0,12,1,F,Leaving the Scene of Accident,6
Female,25,25 - 45,Hispanic,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",4
Male,28,25 - 45,African-American,1,2,0,5,1,F,Aggrav Battery w/Deadly Weapon,7
Male,28,25 - 45,African-American,0,0,0,9,1,F,arrest case no charge,7
Male,37,25 - 45,Other,0,0,0,0,1,M,Viol Injunct Domestic Violence,1
Female,34,25 - 45,Caucasian,0,0,0,0,3,F,Grand Theft (Motor Vehicle),3
Male,23,Less than 25,African-American,0,2,1,3,1,M,Fail Register Vehicle,7
Male,71,Greater than 45,Caucasian,0,0,0,3,1,M,Driving Under The Influence,1
Male,45,Greater than 45,Caucasian,0,0,0,2,0,M,DUI Property Damage/Injury,1
Female,33,25 - 45,Native American,0,0,0,5,1,F,Use of Anti-Shoplifting Device,7
Male,29,25 - 45,African-American,0,0,0,0,0,M,Driving Under The Influence,1
Male,52,Greater than 45,African-American,0,0,0,23,220,F,arrest case no charge,3
Male,26,25 - 45,Caucasian,0,0,0,1,31,F,arrest case no charge,5
Male,31,25 - 45,Hispanic,0,0,0,0,1,M,Battery,1
Male,36,25 - 45,Hispanic,0,0,0,5,2,F,Grand Theft in the 3rd Degree,2
Male,52,Greater than 45,African-American,0,0,0,17,0,F,Possession of Cocaine,7
Male,42,25 - 45,Hispanic,0,0,0,1,1,F,Aggrav Battery w/Deadly Weapon,1
Male,21,Less than 25,African-American,0,0,0,0,1,M,Battery,5
Male,29,25 - 45,Caucasian,0,0,0,2,1,M,Fleeing or Eluding a LEO,1
Male,54,Greater than 45,Caucasian,0,0,0,0,4,M,Driving Under The Influence,1
Male,58,Greater than 45,Caucasian,0,0,0,12,216,F,Felony Petit Theft,2
Female,22,Less than 25,Caucasian,0,0,0,1,241,M,Battery,8
Male,27,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Cocaine,2
Male,29,25 - 45,Caucasian,0,0,0,1,1,M,Battery,3
Female,25,25 - 45,Hispanic,0,1,2,14,1,F,Burglary Unoccupied Dwelling,6
Male,62,Greater than 45,Other,0,0,0,0,1,M,Battery,1
Female,23,Less than 25,African-American,0,0,0,2,1,M,arrest case no charge,7
Male,22,Less than 25,Other,0,0,0,1,1,F,Grand Theft Firearm,4
Female,65,Greater than 45,Caucasian,0,0,0,1,11,F,Aggravated Assault W/Dead Weap,1
Female,28,25 - 45,Caucasian,0,0,0,5,1,F,Possession of Cocaine,9
Male,31,25 - 45,African-American,0,3,4,15,1,F,Cruelty Toward Child,6
Male,31,25 - 45,Caucasian,0,0,0,0,0,F,Felony Battery (Dom Strang),1
Male,21,Less than 25,African-American,0,0,0,0,1,F,Aggravated Battery,9
Male,27,25 - 45,African-American,0,2,0,17,0,F,Driving While License Revoked,7
Male,33,25 - 45,Caucasian,0,0,0,1,1,F,Aggravated Assault W/dead Weap,2
Male,25,25 - 45,African-American,0,1,0,3,1,F,Pos Cannabis W/Intent Sel/Del,7
Male,39,25 - 45,Caucasian,0,0,0,1,1,F,Possession Of Anabolic Steroid,1
Male,29,25 - 45,African-American,0,0,0,8,1,M,Possess Cannabis/20 Grams Or Less,9
Male,27,25 - 45,African-American,0,0,0,15,1,F,Battery on Law Enforc Officer,10
Female,42,25 - 45,Caucasian,0,0,0,0,3,F,Child Abuse,1
Male,21,Less than 25,Caucasian,0,0,0,0,1,F,Tampering With Physical Evidence,9
Male,27,25 - 45,African-American,0,0,1,5,1,M,Susp Drivers Lic 1st Offense,5
Male,36,25 - 45,African-American,0,0,0,2,1,M,Battery,9
Female,24,Less than 25,African-American,0,0,0,0,1,F,Uttering a Forged Instrument,4
Female,67,Greater than 45,Caucasian,0,0,0,0,3,M,DUI Property Damage/Injury,1
Male,29,25 - 45,Other,0,0,0,4,1,F,Throw Deadly Missile Into Veh,2
Female,27,25 - 45,African-American,0,0,0,2,40,F,Aggravated Battery,6
Male,39,25 - 45,African-American,0,0,0,3,0,F,arrest case no charge,4
Male,42,25 - 45,Caucasian,0,0,0,5,1,F,arrest case no charge,6
Male,41,25 - 45,Hispanic,0,0,0,1,4,M,Driving Under The Influence,1
Female,25,25 - 45,African-American,0,0,0,1,1,F,arrest case no charge,3
Male,40,25 - 45,Caucasian,0,0,0,8,28,F,Possession of Oxycodone,8
Male,37,25 - 45,African-American,0,0,0,4,1,M,Battery,4
Female,42,25 - 45,African-American,0,0,0,8,0,F,arrest case no charge,8
Female,27,25 - 45,African-American,0,0,0,12,61,M,Petit Theft,6
Male,26,25 - 45,African-American,0,0,0,8,1,F,"Poss3,4 Methylenedioxymethcath",9
Male,23,Less than 25,African-American,0,0,0,1,0,M,Unlaw LicTag/Sticker Attach,6
Male,32,25 - 45,Caucasian,0,0,0,8,313,M,Battery,5
Female,31,25 - 45,Caucasian,0,0,0,1,1,M,Battery,1
Male,20,Less than 25,Caucasian,0,0,0,1,70,F,Burglary Conveyance Unoccup,5
Male,26,25 - 45,Caucasian,0,0,0,4,1,F,"Deliver 3,4 Methylenediox",7
Male,51,Greater than 45,Caucasian,0,0,0,2,0,M,Viol Injunct Domestic Violence,1
Male,67,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,27,25 - 45,African-American,0,0,0,10,1,F,Driving While License Revoked,7
Female,26,25 - 45,Caucasian,0,0,0,1,1,M,Battery,6
Male,55,Greater than 45,African-American,0,0,0,3,142,M,arrest case no charge,5
Male,51,Greater than 45,Caucasian,0,0,0,1,35,F,Grand Theft in the 3rd Degree,1
Male,31,25 - 45,Other,0,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,3
Male,28,25 - 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,4
Female,51,Greater than 45,Caucasian,0,0,0,0,1,M,Unlaw LicTag/Sticker Attach,1
Male,28,25 - 45,African-American,0,0,0,13,1,F,arrest case no charge,8
Male,22,Less than 25,African-American,0,0,0,0,1,F,Exhibition Weapon School Prop,7
Male,26,25 - 45,African-American,0,0,0,2,1,F,Pos Cannabis W/Intent Sel/Del,3
Female,27,25 - 45,African-American,0,1,0,1,1,F,Uttering a Forged Instrument,3
Male,32,25 - 45,African-American,0,0,0,5,1,M,arrest case no charge,4
Male,36,25 - 45,African-American,0,0,0,11,1,F,Possession of Cocaine,6
Male,27,25 - 45,African-American,0,0,0,4,1,M,Battery,6
Male,41,25 - 45,Caucasian,0,0,0,1,1,F,Aggrav Battery w/Deadly Weapon,1
Male,24,Less than 25,African-American,0,3,0,12,1,M,Battery,10
Male,61,Greater than 45,African-American,0,0,0,11,1,F,Possession of Cocaine,3
Female,29,25 - 45,Caucasian,0,0,0,3,0,F,arrest case no charge,3
Male,34,25 - 45,Caucasian,0,0,0,11,1,F,Driving While License Revoked,4
Male,45,Greater than 45,Caucasian,0,0,0,0,5,F,Possession Of Heroin,3
Male,21,Less than 25,Caucasian,0,2,1,3,1,F,Poss Contr Subst W/o Prescript,10
Male,28,25 - 45,African-American,0,0,0,20,0,F,Driving While License Revoked,8
Male,23,Less than 25,African-American,2,0,0,3,415,F,Carrying Concealed Firearm,6
Male,31,25 - 45,Caucasian,0,0,0,6,1,F,arrest case no charge,4
Male,59,Greater than 45,Caucasian,0,0,0,0,2,M,Viol Injunct Domestic Violence,2
Male,40,25 - 45,African-American,0,0,0,8,1,M,Battery,4
Female,22,Less than 25,Caucasian,0,0,1,1,1,M,Viol Pretrial Release Dom Viol,8
Male,21,Less than 25,African-American,0,1,0,1,1,M,Burglary Unoccupied Dwelling,4
Male,24,Less than 25,African-American,1,0,1,1,230,F,arrest case no charge,6
Male,25,25 - 45,Caucasian,0,0,0,2,25,F,Possession of Cocaine,5
Female,25,25 - 45,African-American,0,0,0,1,1,F,Aggrav Battery w/Deadly Weapon,5
Male,47,Greater than 45,African-American,0,0,0,3,1,M,Expired DL More Than 6 Months,5
Male,25,25 - 45,Hispanic,0,0,0,1,43,F,Purchase Of Cocaine,3
Male,21,Less than 25,African-American,0,0,0,5,1,M,Battery,5
Male,29,25 - 45,African-American,0,0,0,1,1,F,arrest case no charge,5
Male,40,25 - 45,Caucasian,0,0,0,4,1,F,Grand Theft in the 3rd Degree,5
Female,32,25 - 45,Hispanic,0,0,0,1,3,F,arrest case no charge,2
Male,39,25 - 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,22,Less than 25,Other,0,0,1,3,1,F,arrest case no charge,3
Female,30,25 - 45,African-American,0,0,0,0,1,M,Battery,5
Female,22,Less than 25,Caucasian,0,0,0,2,31,F,arrest case no charge,6
Male,25,25 - 45,Caucasian,0,0,0,0,1,M,Disorderly Intoxication,9
Female,21,Less than 25,Caucasian,0,0,0,0,1,M,Battery,5
Male,25,25 - 45,Caucasian,0,0,0,0,1,M,Battery,2
Male,54,Greater than 45,Caucasian,0,0,0,1,1,F,,3
Male,27,25 - 45,African-American,0,0,0,5,1,M,Possess Cannabis/20 Grams Or Less,10
Male,45,Greater than 45,Caucasian,0,0,0,4,2,M,arrest case no charge,1
Male,32,25 - 45,African-American,0,0,0,4,0,F,arrest case no charge,3
Male,22,Less than 25,African-American,0,0,0,0,1,M,Battery,10
Male,23,Less than 25,Other,0,0,0,6,1,F,Poss Pyrrolidinovalerophenone,8
Female,44,25 - 45,African-American,0,0,0,6,1,F,Possession of Cocaine,6
Male,59,Greater than 45,Other,0,0,0,20,1,F,Felony Petit Theft,3
Male,28,25 - 45,African-American,0,0,0,0,,M,,3
Male,23,Less than 25,African-American,0,0,0,0,1,F,Unauth Poss ID Card or DL,4
Male,46,Greater than 45,Caucasian,0,0,0,0,1,F,Aggravated Assault,1
Male,33,25 - 45,Caucasian,0,0,0,2,14,F,Possession of Oxycodone,4
Male,30,25 - 45,Other,0,0,0,1,1,M,Battery,2
Female,40,25 - 45,Caucasian,0,0,0,3,1,F,Possession of Cocaine,1
Male,54,Greater than 45,Caucasian,0,0,0,7,0,F,Possession of Cannabis,3
Male,21,Less than 25,Caucasian,0,0,0,0,1,M,Battery,7
Male,43,25 - 45,Caucasian,0,0,0,6,1,M,Assault,2
Male,22,Less than 25,African-American,0,0,0,3,41,F,Uttering a Forged Instrument,5
Male,22,Less than 25,African-American,0,0,0,0,1,M,Resist/Obstruct W/O Violence,10
Male,31,25 - 45,African-American,0,0,0,0,0,F,Driving While License Revoked,7
Male,32,25 - 45,African-American,0,0,0,6,1,F,Possession of Cocaine,8
Female,50,Greater than 45,Caucasian,0,0,0,3,73,F,arrest case no charge,5
Male,27,25 - 45,Hispanic,0,0,0,4,1,F,False Imprisonment,2
Male,21,Less than 25,African-American,0,0,0,1,2,M,Battery,5
Male,23,Less than 25,Caucasian,0,0,0,0,0,M,Battery,6
Male,33,25 - 45,African-American,0,0,0,3,1,M,Resist Officer w/Violence,6
Male,64,Greater than 45,African-American,0,0,0,0,1,M,Battery,2
Female,42,25 - 45,Other,0,0,0,0,1,F,Burglary Dwelling Assault/Batt,1
Male,20,Less than 25,African-American,0,0,1,0,1,F,Burglary Unoccupied Dwelling,4
Male,26,25 - 45,Caucasian,0,0,0,1,1,M,Battery,2
Male,30,25 - 45,African-American,0,1,1,18,1,F,Burglary Conveyance Unoccup,10
Male,23,Less than 25,Hispanic,0,0,0,0,1,M,Battery,2
Male,23,Less than 25,African-American,0,0,1,10,1,F,arrest case no charge,10
Male,60,Greater than 45,African-American,0,0,0,13,1,F,Felony Petit Theft,6
Male,46,Greater than 45,African-American,0,0,0,2,1261,F,arrest case no charge,7
Female,29,25 - 45,African-American,0,0,0,0,1,F,Battery on Law Enforc Officer,4
Male,56,Greater than 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,1
Female,45,Greater than 45,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,26,25 - 45,African-American,0,0,0,4,0,F,Fleeing Or Attmp Eluding A Leo,3
Female,47,Greater than 45,African-American,0,0,0,4,1,M,Battery,6
Female,29,25 - 45,African-American,0,1,0,7,0,F,Aggravated Assault W/dead Weap,7
Male,32,25 - 45,African-American,2,1,0,9,1,F,"Poss3,4 Methylenedioxymethcath",10
Male,27,25 - 45,Caucasian,0,0,0,2,50,F,Felony Batt(Great Bodily Harm),3
Male,23,Less than 25,Other,0,0,0,0,1,F,Deliver Cocaine,4
Male,29,25 - 45,African-American,0,0,0,10,1,F,Felony Battery (Dom Strang),9
Male,33,25 - 45,Hispanic,0,0,1,11,0,F,Tamper With Witness/Victim/CI,6
Male,22,Less than 25,African-American,0,0,0,1,1,F,Robbery Sudd Snatch No Weapon,6
Female,33,25 - 45,Hispanic,0,0,0,2,63,F,arrest case no charge,3
Female,28,25 - 45,African-American,0,0,0,1,1,F,Battery on Law Enforc Officer,2
Male,36,25 - 45,Caucasian,0,0,0,0,0,F,Unauth Poss ID Card or DL,1
Male,32,25 - 45,Hispanic,0,0,0,1,0,F,Grand Theft in the 3rd Degree,3
Male,24,Less than 25,African-American,0,0,0,0,1,F,Resist Officer w/Violence,6
Male,33,25 - 45,African-American,2,0,0,9,1,M,Assault,9
Male,46,Greater than 45,African-American,0,0,0,2,1,M,arrest case no charge,6
Male,31,25 - 45,Caucasian,0,0,0,9,0,M,Battery,8
Male,49,Greater than 45,Caucasian,0,0,0,3,1,F,Possession of Cocaine,8
Male,24,Less than 25,African-American,0,0,3,0,0,F,Poss Contr Subst W/o Prescript,3
Male,57,Greater than 45,African-American,0,0,0,28,0,F,Possession of Cocaine,10
Male,36,25 - 45,African-American,1,2,0,14,1,F,Possession of Cocaine,10
Male,43,25 - 45,African-American,0,1,0,23,1,F,Deliver Cocaine 1000FT Park,7
Male,42,25 - 45,African-American,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,7
